epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.0015095558483153582,
0,99,,0.0014023436233401299,
0,149,,0.0011752091813832521,
0,199,,0.0011861198581755161,
0,249,,0.0010341363959014416,
0,299,,0.001064959797076881,
0,349,,0.0016797877615317702,
0,399,,0.0010753694223240018,
0,449,,0.0017801558133214712,
0,499,,0.0012165188090875745,
0,549,,0.0014846973353996873,
0,599,,0.0012903929455205798,
0,649,,0.0029426005203276873,
0,699,,0.00147306511644274,
0,749,,0.001837615156546235,
0,799,,0.0014062558766454458,
0,849,,0.001219544792547822,
0,899,,0.0014640763401985168,
0,949,,0.001835139817558229,
0,999,,0.001185176195576787,
0,1038,,,0.010006899014115334
0,1038,0.0014884043484926224,,
1,1049,,0.0020166365429759026,
1,1099,,0.0014507303712889552,
1,1149,,0.0015803773421794176,
1,1199,,0.001535456394776702,
1,1249,,0.0013012280687689781,
1,1299,,0.0008776739123277366,
1,1349,,0.0014642725000157952,
1,1399,,0.0014127260074019432,
1,1449,,0.0014731360133737326,
1,1499,,0.0015569953247904778,
1,1549,,0.0013507531257346272,
1,1599,,0.0011566270841285586,
1,1649,,0.001285652513615787,
1,1699,,0.0010347047355026007,
1,1749,,0.0010842453921213746,
1,1799,,0.0016490370035171509,
1,1849,,0.0020909842569381,
1,1899,,0.0011134427040815353,
1,1949,,0.0018525823252275586,
1,1999,,0.0012695379555225372,
1,2049,,0.0014088706811890006,
1,2077,,,0.010019948706030846
1,2077,0.0014855075860396028,,
2,2099,,0.0016929166158661246,
2,2149,,0.0014219509903341532,
2,2199,,0.002057137433439493,
2,2249,,0.0014064476126804948,
2,2299,,0.0011584875173866749,
2,2349,,0.0017362325452268124,
2,2399,,0.0017316718585789204,
2,2449,,0.0012063193134963512,
2,2499,,0.0016459287144243717,
2,2549,,0.0013741056900471449,
2,2599,,0.0012027801712974906,
2,2649,,0.0010900888592004776,
2,2699,,0.001403691479936242,
2,2749,,0.0018934495747089386,
2,2799,,0.0010540446965023875,
2,2849,,0.0014295732835307717,
2,2899,,0.001388728735037148,
2,2949,,0.001237030141055584,
2,2999,,0.0017237035790458322,
2,3049,,0.0010846428340300918,
2,3099,,0.002198097063228488,
2,3116,,,0.009984102100133896
2,3116,0.0014853108441457152,,
3,3149,,0.0011763080256059766,
3,3199,,0.0014634601539000869,
3,3249,,0.0016373870894312859,
3,3299,,0.0011237243888899684,
3,3349,,0.0015956548741087317,
3,3399,,0.0012174228904768825,
3,3449,,0.0012468084460124373,
3,3499,,0.001919244765304029,
3,3549,,0.0017743685748428106,
3,3599,,0.0017320408951491117,
3,3649,,0.0013303399318829179,
3,3699,,0.0012900601141154766,
3,3749,,0.0015068032080307603,
3,3799,,0.0022822367027401924,
3,3849,,0.0013154414482414722,
3,3899,,0.0016664320137351751,
3,3949,,0.0011129468912258744,
3,3999,,0.0012009063502773643,
3,4049,,0.0009861530270427465,
3,4099,,0.0014959690161049366,
3,4149,,0.0021590422838926315,
3,4155,,,0.010005614720284939
3,4155,0.0014743024948984385,,
4,4199,,0.0013561046216636896,
4,4249,,0.0012552577536553144,
4,4299,,0.0015757319051772356,
4,4349,,0.0014260347234085202,
4,4399,,0.0015965169295668602,
4,4449,,0.0010276958346366882,
4,4499,,0.0017500314861536026,
4,4549,,0.0021592150442302227,
4,4599,,0.0013326065381988883,
4,4649,,0.001554963761009276,
4,4699,,0.0015055207768455148,
4,4749,,0.0014713732525706291,
4,4799,,0.0019172580214217305,
