epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,4.030106067657471,
0,99,,3.514110565185547,
0,149,,3.051055908203125,
0,199,,2.531154155731201,
0,249,,2.482710361480713,
0,299,,2.706036329269409,
0,349,,2.405066728591919,
0,399,,2.1861395835876465,
0,449,,2.3127217292785645,
0,499,,1.9406235218048096,
0,549,,2.0010972023010254,
0,599,,2.1587026119232178,
0,649,,1.8182936906814575,
0,699,,1.7286895513534546,
0,749,,1.8876063823699951,
0,799,,1.7176151275634766,
0,849,,1.8263390064239502,
0,899,,1.8324675559997559,
0,949,,1.690224528312683,
0,999,,1.6232579946517944,
0,1038,,,0.14496245980262756
0,1038,2.8184635639190674,,
1,1049,,1.734291434288025,
1,1099,,1.4630175828933716,
1,1149,,1.5557342767715454,
1,1199,,1.4891787767410278,
1,1249,,1.5403552055358887,
1,1299,,1.279577612876892,
1,1349,,1.254434585571289,
1,1399,,1.4474767446517944,
1,1449,,1.3450446128845215,
1,1499,,1.385564923286438,
1,1549,,1.220314621925354,
1,1599,,1.1266303062438965,
1,1649,,1.2072906494140625,
1,1699,,1.2823532819747925,
1,1749,,1.1261292695999146,
1,1799,,1.1188608407974243,
1,1849,,1.2235909700393677,
1,1899,,1.0446767807006836,
1,1949,,0.9874178767204285,
1,1999,,1.0130126476287842,
1,2049,,0.9023386240005493,
1,2077,,,0.1069633811712265
1,2077,1.2717771530151367,,
2,2099,,0.9895237684249878,
2,2149,,0.9780212044715881,
2,2199,,1.0018683671951294,
2,2249,,0.8862742781639099,
2,2299,,0.8359797596931458,
2,2349,,0.8818446397781372,
2,2399,,0.8532372713088989,
2,2449,,0.9167272448539734,
2,2499,,0.7286372184753418,
2,2549,,0.7656207084655762,
2,2599,,0.7696091532707214,
2,2649,,0.7193907499313354,
2,2699,,0.71201092004776,
2,2749,,0.7026515007019043,
2,2799,,0.6796315908432007,
2,2849,,0.6346400380134583,
2,2899,,0.6511507034301758,
2,2949,,0.6078461408615112,
2,2999,,0.6006838083267212,
2,3049,,0.5975531339645386,
2,3099,,0.5892302989959717,
2,3116,,,0.08634866029024124
2,3116,0.7601836919784546,,
3,3149,,0.5626586079597473,
3,3199,,0.5515662431716919,
3,3249,,0.5191448926925659,
3,3299,,0.540959894657135,
3,3349,,0.49181801080703735,
3,3399,,0.5153159499168396,
3,3449,,0.507488489151001,
3,3499,,0.4435839354991913,
3,3549,,0.47769492864608765,
3,3599,,0.4593489170074463,
3,3649,,0.4423179030418396,
3,3699,,0.42083024978637695,
3,3749,,0.4322371482849121,
3,3799,,0.3931530714035034,
3,3849,,0.3654865324497223,
3,3899,,0.4699164032936096,
3,3949,,0.3797612488269806,
3,3999,,0.40909701585769653,
3,4049,,0.3944624662399292,
3,4099,,0.36909914016723633,
3,4149,,0.33977991342544556,
3,4155,,,0.08077915012836456
3,4155,0.4531492292881012,,
4,4199,,0.3685551583766937,
4,4249,,0.3807821273803711,
4,4299,,0.34336599707603455,
4,4349,,0.32830142974853516,
4,4399,,0.36037126183509827,
4,4449,,0.29155945777893066,
4,4499,,0.3044278621673584,
4,4549,,0.2719900608062744,
4,4599,,0.27811741828918457,
4,4649,,0.34090057015419006,
4,4699,,0.2970465421676636,
4,4749,,0.2566201686859131,
4,4799,,0.2457333505153656,
4,4849,,0.27538397908210754,
4,4899,,0.2589833736419678,
4,4949,,0.28851768374443054,
4,4999,,0.270452082157135,
4,5049,,0.23748716711997986,
4,5099,,0.23443937301635742,
4,5149,,0.24469754099845886,
4,5194,,,0.07264361530542374
