epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.01357590314000845,
0,99,,0.015201510861515999,
0,149,,0.013401931151747704,
0,199,,0.020515449345111847,
0,249,,0.01517498679459095,
0,299,,0.015902642160654068,
0,349,,0.020180318504571915,
0,399,,0.013743245974183083,
0,449,,0.021494070068001747,
0,499,,0.01371136587113142,
0,549,,0.0153490686789155,
0,599,,0.014181545935571194,
0,649,,0.015220452100038528,
0,699,,0.023468736559152603,
0,749,,0.0182378850877285,
0,799,,0.012919042259454727,
0,849,,0.014615572057664394,
0,899,,0.012944354675710201,
0,949,,0.01676071062684059,
0,999,,0.01203647255897522,
0,1049,,0.014927395619452,
0,1099,,0.015512662939727306,
0,1149,,0.013192097656428814,
0,1199,,0.014357543550431728,
0,1249,,0.020522616803646088,
0,1299,,0.014894135296344757,
0,1349,,0.01329923514276743,
0,1399,,0.013613096438348293,
0,1449,,0.012225976213812828,
0,1499,,0.014141060411930084,
0,1549,,0.014047164469957352,
0,1599,,0.013518564403057098,
0,1649,,0.022650763392448425,
0,1699,,0.013099538162350655,
0,1749,,0.013399828225374222,
0,1799,,0.012553340755403042,
0,1849,,0.01763894408941269,
0,1899,,0.0154107129201293,
0,1949,,0.015055941417813301,
0,1999,,0.014905553311109543,
0,2049,,0.014246424660086632,
0,2077,,,0.015391560271382332
0,2077,0.015173560008406639,,
1,2099,,0.011846409179270267,
1,2149,,0.01554358471184969,
1,2199,,0.01214798167347908,
1,2249,,0.011747913435101509,
1,2299,,0.012518057599663734,
1,2349,,0.014522667974233627,
1,2399,,0.012163113802671432,
1,2449,,0.012479688040912151,
1,2499,,0.01399065088480711,
1,2549,,0.01287847850471735,
1,2599,,0.0159049853682518,
1,2649,,0.01714540272951126,
1,2699,,0.012245168909430504,
1,2749,,0.012187529355287552,
1,2799,,0.013087236322462559,
1,2849,,0.011707400903105736,
1,2899,,0.013537651859223843,
1,2949,,0.014607920311391354,
1,2999,,0.012554967775940895,
1,3049,,0.01392417959868908,
1,3099,,0.014017149806022644,
1,3149,,0.013134858570992947,
1,3199,,0.013263135217130184,
1,3249,,0.018853817135095596,
1,3299,,0.012418740428984165,
1,3349,,0.015650920569896698,
1,3399,,0.011915558949112892,
1,3449,,0.01486606802791357,
1,3499,,0.013258986175060272,
1,3549,,0.012516090646386147,
1,3599,,0.014230268076062202,
1,3649,,0.011996731162071228,
1,3699,,0.01198691874742508,
1,3749,,0.015864601358771324,
1,3799,,0.01378224603831768,
1,3849,,0.013321151956915855,
1,3899,,0.016109483316540718,
1,3949,,0.012627966701984406,
1,3999,,0.018407994881272316,
1,4049,,0.019161079078912735,
1,4099,,0.01628831773996353,
1,4149,,0.012222587130963802,
1,4155,,,0.01529102586209774
1,4155,0.013910431414842606,,
2,4199,,0.010347687639296055,
2,4249,,0.011244324967265129,
2,4299,,0.013126624748110771,
2,4349,,0.011419204995036125,
2,4399,,0.012596710585057735,
2,4449,,0.02118186466395855,
2,4499,,0.012763001024723053,
2,4549,,0.015528582967817783,
2,4599,,0.014934222213923931,
2,4649,,0.012310772202908993,
2,4699,,0.019721470773220062,
2,4749,,0.012620599940419197,
2,4799,,0.011719580739736557,
2,4849,,0.010944437235593796,
2,4899,,0.011809220537543297,
2,4949,,0.013543734326958656,
2,4999,,0.010801464319229126,
2,5049,,0.010888677090406418,
2,5099,,0.011692997999489307,
2,5149,,0.0108307134360075,
2,5199,,0.01610339619219303,
2,5249,,0.01892014592885971,
2,5299,,0.012540079653263092,
2,5349,,0.013904375024139881,
2,5399,,0.013146720826625824,
2,5449,,0.010693008080124855,
2,5499,,0.013337883166968822,
2,5549,,0.01226365938782692,
2,5599,,0.011765772476792336,
2,5649,,0.011767434887588024,
2,5699,,0.010724196210503578,
2,5749,,0.01652793027460575,
2,5799,,0.01225762814283371,
2,5849,,0.015236908569931984,
2,5899,,0.012863186188042164,
2,5949,,0.013438723981380463,
2,5999,,0.012446257285773754,
2,6049,,0.011581429280340672,
2,6099,,0.013007915578782558,
2,6149,,0.01094227097928524,
2,6199,,0.013920251280069351,
2,6233,,,0.015171694569289684
2,6233,0.01277294009923935,,
3,6249,,0.010986648499965668,
3,6299,,0.0114444550126791,
3,6349,,0.012913367711007595,
3,6399,,0.015969356521964073,
3,6449,,0.011281412094831467,
3,6499,,0.009894518181681633,
3,6549,,0.011529653333127499,
3,6599,,0.010656146332621574,
3,6649,,0.01222278457134962,
3,6699,,0.016291406005620956,
3,6749,,0.012764385901391506,
3,6799,,0.012379629537463188,
3,6849,,0.01112594548612833,
3,6899,,0.012888938188552856,
3,6949,,0.011664384976029396,
3,6999,,0.011651527136564255,
3,7049,,0.011683918535709381,
3,7099,,0.011652948334813118,
3,7149,,0.015494367107748985,
3,7199,,0.011808156967163086,
3,7249,,0.01292889378964901,
3,7299,,0.010862133465707302,
3,7349,,0.0096100103110075,
3,7399,,0.014619707129895687,
3,7449,,0.014068116433918476,
3,7499,,0.010950203984975815,
3,7549,,0.011197810992598534,
3,7599,,0.011167607270181179,
3,7649,,0.01289485301822424,
3,7699,,0.010176294483244419,
3,7749,,0.01076339092105627,
3,7799,,0.011221516877412796,
3,7849,,0.01044875755906105,
3,7899,,0.01369873620569706,
3,7949,,0.015067720785737038,
3,7999,,0.00958695262670517,
3,8049,,0.012350738048553467,
3,8099,,0.0124435406178236,
3,8149,,0.013705732300877571,
3,8199,,0.012273118831217289,
3,8249,,0.011069027706980705,
3,8299,,0.011689684353768826,
3,8311,,,0.014268859289586544
3,8311,0.01211036741733551,,
4,8349,,0.00993737205862999,
4,8399,,0.010553264990448952,
4,8449,,0.011988261714577675,
4,8499,,0.011892316862940788,
4,8549,,0.0113273486495018,
4,8599,,0.014151918701827526,
4,8649,,0.013347681611776352,
4,8699,,0.010388001799583435,
4,8749,,0.010778593830764294,
4,8799,,0.00970273744314909,
4,8849,,0.009884416125714779,
4,8899,,0.010385695844888687,
